"category","question","contexts","answer","ground_truth","context_precision","context_recall","faithfulness","answer_relevancy"
"Tra cứu đơn lẻ","Khối thi của ngành Logistics năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2023.","Thông tin cơ bản về Logistics năm 2023.","0.9343","0.9991","0.9547","0.9633"
"Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","['Tài liệu Hệ thống thông tin và Khoa học máy tính']","So sánh: Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","0.8848","0.8419","0.904","0.8898"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị kinh doanh năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2023.","Thông tin cơ bản về Quản trị kinh doanh năm 2023.","0.9229","0.9685","0.9842","0.9523"
"Logic phức hợp","Ngành Quản trị kinh doanh và Kế toán ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Quản trị kinh doanh và Kế toán']","So sánh: Phân tích giữa Quản trị kinh doanh và Kế toán...","Phân tích giữa Quản trị kinh doanh và Kế toán...","0.885","0.8561","0.915","0.8926"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật phần mềm năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2024.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2024.","0.9547","0.9724","0.9306","0.9768"
"Từ lóng viết tắt","Slot vào OTO?","['Giải nghĩa: OTO']","Nhận diện OTO. Thông tin chi tiết về OTO.","Thông tin chi tiết về OTO.","0.9137","0.9159","0.9072","0.9085"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật phần mềm năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","0.9216","0.9949","0.9681","0.9706"
"Tra cứu đơn lẻ","Ngành Kỹ thuật ô tô xét những tổ hợp môn nào trong năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","0.9576","0.9901","0.977","0.9502"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật cơ khí năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật cơ khí năm 2023.","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023.","0.9113","0.958","0.9668","0.955"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật điện năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2022.","Thông tin cơ bản về Kỹ thuật điện năm 2022.","0.9686","0.9825","0.977","0.9582"
"Ngoài phạm vi","Các phương pháp học tập hiệu quả?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9737"
"Tra cứu đơn lẻ","Khối thi của ngành Hệ thống thông tin năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2022.","Thông tin cơ bản về Hệ thống thông tin năm 2022.","0.9312","0.9572","0.9612","0.9627"
"Từ lóng viết tắt","Ngành DL học phí ntn?","['Giải nghĩa: DL']","Nhận diện DL. Thông tin chi tiết về DL.","Thông tin chi tiết về DL.","0.9089","0.9157","0.8932","0.9102"
"Từ lóng viết tắt","nv1 QTKD bao nhiêu điểm?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.8981","0.9238","0.9055","0.9224"
"Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Kế toán?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kế toán.","Thông tin bậc đào tạo sau ĐH ngành Kế toán.","0.8557","0.8315","0.9079","0.8617"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Logistics năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2024.","Thông tin cơ bản về Logistics năm 2024.","0.9611","0.9598","0.9498","0.9467"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị kinh doanh năm 2022 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2022.","Thông tin cơ bản về Quản trị kinh doanh năm 2022.","0.9291","0.9781","0.9604","0.973"
"Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","['Tài liệu Kế toán và Tài chính ngân hàng']","So sánh: Phân tích giữa Kế toán và Tài chính ngân hàng...","Phân tích giữa Kế toán và Tài chính ngân hàng...","0.8615","0.8736","0.9363","0.9063"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Cơ điện tử năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9277","0.9904","0.9806","0.9579"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","['Tài liệu Kỹ thuật cơ khí và Cơ điện tử']","So sánh: Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử...","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử...","0.8988","0.8739","0.9156","0.8703"
"Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","['Tài liệu Hệ thống thông tin và Khoa học máy tính']","So sánh: Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","0.8579","0.8302","0.9146","0.8774"
"Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.9272","0.9774","0.9573","0.9248"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","['Tài liệu Kinh tế số và Quản trị khách sạn']","So sánh: Phân tích giữa Kinh tế số và Quản trị khách sạn...","Phân tích giữa Kinh tế số và Quản trị khách sạn...","0.8882","0.8728","0.8879","0.8761"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật điện năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2024.","Thông tin cơ bản về Kỹ thuật điện năm 2024.","0.9673","0.9997","0.9586","0.9562"
"Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","['Tài liệu Logistics và Ngôn ngữ Anh']","So sánh: Phân tích giữa Logistics và Ngôn ngữ Anh...","Phân tích giữa Logistics và Ngôn ngữ Anh...","0.8843","0.8792","0.8912","0.8619"
"Từ lóng viết tắt","Slot vào KTS?","['Giải nghĩa: KTS']","Nhận diện KTS. Thông tin chi tiết về KTS.","Thông tin chi tiết về KTS.","0.8922","0.9003","0.9007","0.8983"
"Đa bậc đào tạo","Học VB2 Ngôn ngữ Anh cần gì?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","0.8579","0.8339","0.9033","0.8293"
"Từ lóng viết tắt","Khối thi vào KHMT?","['Giải nghĩa: KHMT']","Nhận diện KHMT. Thông tin chi tiết về KHMT.","Thông tin chi tiết về KHMT.","0.9082","0.9133","0.8738","0.9006"
"Từ lóng viết tắt","Điểm chuẩn Nước?","['Giải nghĩa: Nước']","Nhận diện Nước. Thông tin chi tiết về Nước.","Thông tin chi tiết về Nước.","0.9121","0.9245","0.8777","0.9054"
"Đa bậc đào tạo","Thời gian học NCS ngành Công nghệ thông tin?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin.","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin.","0.8689","0.8154","0.8608","0.8722"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Luật năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Luật năm 2023.","Thông tin cơ bản về Luật năm 2023.","0.9385","0.9818","0.9345","0.926"
"Đa bậc đào tạo","Học phí thạc sĩ ngành Kỹ thuật xây dựng là bao nhiêu?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng.","0.8668","0.8421","0.876","0.8692"
"Tra cứu đơn lẻ","Ngành Kỹ thuật xây dựng xét những tổ hợp môn nào trong năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","0.9612","0.9842","0.9523","0.9505"
"Từ lóng viết tắt","nv1 KTS bao nhiêu điểm?","['Giải nghĩa: KTS']","Nhận diện KTS. Thông tin chi tiết về KTS.","Thông tin chi tiết về KTS.","0.9011","0.9209","0.8714","0.9197"
"Từ lóng viết tắt","Điểm chuẩn TMĐT?","['Giải nghĩa: TMĐT']","Nhận diện TMĐT. Thông tin chi tiết về TMĐT.","Thông tin chi tiết về TMĐT.","0.91","0.9126","0.8822","0.9141"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Quản trị khách sạn năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2023.","Thông tin cơ bản về Quản trị khách sạn năm 2023.","0.9172","0.9583","0.9709","0.9568"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Tài chính ngân hàng năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2024.","Thông tin cơ bản về Tài chính ngân hàng năm 2024.","0.9433","0.9649","0.9653","0.9387"
"Đa bậc đào tạo","Tiến sĩ ngành Logistics đào tạo mấy năm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Logistics.","Thông tin bậc đào tạo sau ĐH ngành Logistics.","0.8348","0.848","0.8764","0.8628"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật phần mềm năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","0.9407","0.9764","0.9393","0.9726"
"Từ lóng viết tắt","Ngành TMĐT học phí ntn?","['Giải nghĩa: TMĐT']","Nhận diện TMĐT. Thông tin chi tiết về TMĐT.","Thông tin chi tiết về TMĐT.","0.928","0.9235","0.8727","0.9026"
"Từ lóng viết tắt","Ngành TĐH học phí ntn?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.926","0.916","0.8957","0.931"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Logistics năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2022.","Thông tin cơ bản về Logistics năm 2022.","0.9514","0.9963","0.935","0.946"
"Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","['Tài liệu Logistics và Ngôn ngữ Anh']","So sánh: Phân tích giữa Logistics và Ngôn ngữ Anh...","Phân tích giữa Logistics và Ngôn ngữ Anh...","0.8657","0.849","0.8883","0.8565"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị kinh doanh năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2024.","Thông tin cơ bản về Quản trị kinh doanh năm 2024.","0.9158","0.9502","0.9401","0.9754"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Hệ thống thông tin năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2022.","Thông tin cơ bản về Hệ thống thông tin năm 2022.","0.9101","0.9593","0.9402","0.9297"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Trí tuệ nhân tạo năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","0.921","0.9684","0.9341","0.9744"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Trí tuệ nhân tạo năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","0.9228","0.9924","0.9526","0.9539"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật máy tính năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","0.9531","0.9836","0.9329","0.9392"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Trí tuệ nhân tạo năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","0.9417","0.9953","0.9426","0.9247"
"Ngoài phạm vi","Làm sao để quản lý tài chính cá nhân?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.954"
"Từ lóng viết tắt","Em học dốt toán có vào đc DL không?","['Giải nghĩa: DL']","Nhận diện DL. Thông tin chi tiết về DL.","Thông tin chi tiết về DL.","0.8997","0.8998","0.8729","0.9106"
"Ngoài phạm vi","Giá vàng hôm nay bao nhiêu?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9301"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Trí tuệ nhân tạo năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","0.9483","0.9853","0.9473","0.9334"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Hệ thống thông tin năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2023.","Thông tin cơ bản về Hệ thống thông tin năm 2023.","0.9248","0.9829","0.9361","0.9355"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","['Tài liệu Công nghệ thông tin và Kỹ thuật phần mềm']","So sánh: Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm...","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm...","0.9083","0.864","0.8858","0.8629"
"Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2023.","Thông tin cơ bản về Kế toán năm 2023.","0.9463","0.9562","0.9635","0.9457"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật xây dựng năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2024.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024.","0.9549","0.9751","0.9567","0.9279"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Thương mại điện tử năm 2024 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2024.","Thông tin cơ bản về Thương mại điện tử năm 2024.","0.9207","0.9934","0.9432","0.9329"
"Ngoài phạm vi","Review nhà hàng Haidilao?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9525"
