"id","category","question","ground_truth"
"1085","Tra cứu đơn lẻ","Chỉ tiêu ngành Thương mại điện tử năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2024."
"1086","Ngoài phạm vi","Review nhà hàng Haidilao?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1087","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"1088","Ngoài phạm vi","Các món ăn vặt ngon dễ làm?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1089","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kinh tế số năm 2024?","Thông tin cơ bản về Kinh tế số năm 2024."
"1090","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"1091","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Luật năm 2022?","Thông tin cơ bản về Luật năm 2022."
"1092","Ngoài phạm vi","Bí quyết pha cà phê ngon?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1093","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Luật năm 2023?","Thông tin cơ bản về Luật năm 2023."
"1094","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật phần mềm năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"1095","Tra cứu đơn lẻ","Điểm chuẩn ngành Công nghệ thông tin năm 2022 là bao nhiêu?","Thông tin cơ bản về Công nghệ thông tin năm 2022."
"1096","Tra cứu đơn lẻ","Chỉ tiêu ngành Thương mại điện tử năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2022."
"1097","Ngoài phạm vi","Lịch thi đấu World Cup?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1098","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật điện năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2022."
"1099","Tra cứu đơn lẻ","Học phí ngành Kinh tế số năm 2023 là bao nhiêu?","Thông tin cơ bản về Kinh tế số năm 2023."
"1100","Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","Phân tích giữa Hệ thống thông tin và Khoa học máy tính..."
"1101","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Thương mại điện tử năm 2024?","Thông tin cơ bản về Thương mại điện tử năm 2024."
"1102","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Công nghệ thông tin năm 2024?","Thông tin cơ bản về Công nghệ thông tin năm 2024."
"1103","Tra cứu đơn lẻ","Chỉ tiêu ngành Ngôn ngữ Anh năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Ngôn ngữ Anh năm 2022."
"1104","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Logistics?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"1105","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Quản trị kinh doanh năm 2022?","Thông tin cơ bản về Quản trị kinh doanh năm 2022."
"1106","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Thương mại điện tử năm 2024?","Thông tin cơ bản về Thương mại điện tử năm 2024."
"1107","Logic phức hợp","Cơ hội việc làm của Trí tuệ nhân tạo và Kỹ thuật máy tính cái nào tốt hơn?","Phân tích giữa Trí tuệ nhân tạo và Kỹ thuật máy tính..."
"1108","Tra cứu đơn lẻ","Ngành Công nghệ thông tin xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Công nghệ thông tin năm 2022."
"1109","Đa bậc đào tạo","Thời gian học NCS ngành Quản trị kinh doanh?","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh."
"1110","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Kỹ thuật xây dựng?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"1111","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật máy tính năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật máy tính năm 2024."
"1112","Logic phức hợp","Ngành Quản trị kinh doanh và Kế toán ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Quản trị kinh doanh và Kế toán..."
"1113","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"1114","Ngoài phạm vi","Kênh Youtube nào học tiếng Anh tốt nhất?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1115","Tra cứu đơn lẻ","Chỉ tiêu ngành Trí tuệ nhân tạo năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024."
"1116","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Logistics năm 2023?","Thông tin cơ bản về Logistics năm 2023."
"1117","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Kỹ thuật cơ khí?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"1118","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật ô tô năm 2024?","Thông tin cơ bản về Kỹ thuật ô tô năm 2024."
"1119","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kinh tế số năm 2022?","Thông tin cơ bản về Kinh tế số năm 2022."
"1120","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Ngôn ngữ Anh năm 2022?","Thông tin cơ bản về Ngôn ngữ Anh năm 2022."
"1121","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật xây dựng năm 2023 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"1122","Đa bậc đào tạo","Học phí thạc sĩ ngành Kỹ thuật cơ khí là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"1123","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kinh tế số năm 2023?","Thông tin cơ bản về Kinh tế số năm 2023."
"1124","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Ngôn ngữ Anh hay Luật ưu tiên hơn?","Phân tích giữa Ngôn ngữ Anh và Luật..."
"1125","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng..."
"1126","Từ lóng viết tắt","Điểm chuẩn KT?","Thông tin chi tiết về KT."
"1127","Ngoài phạm vi","Thời tiết Hà Nội hôm nay thế nào?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1128","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Trí tuệ nhân tạo năm 2024 không?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024."
"1129","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Công nghệ thông tin năm 2024?","Thông tin cơ bản về Công nghệ thông tin năm 2024."
"1130","Tra cứu đơn lẻ","Ngành Tài chính ngân hàng xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Tài chính ngân hàng năm 2023."
"1131","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật điện năm 2023?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"1132","Logic phức hợp","Học bổng của ngành Kỹ thuật ô tô yêu cầu GPA bao nhiêu và so với Kỹ thuật điện có dễ hơn không?","Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện..."
"1133","Đa bậc đào tạo","Thời gian học NCS ngành Kế toán?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"1134","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Kỹ thuật ô tô?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô."
"1135","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Khoa học máy tính năm 2023?","Thông tin cơ bản về Khoa học máy tính năm 2023."
"1136","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật điện năm 2023?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"1137","Từ lóng viết tắt","Thi khối nào vào KTS?","Thông tin chi tiết về KTS."
"1138","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật xây dựng năm 2022?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"1139","Ngoài phạm vi","Hợp âm bài hát Chắc ai đó sẽ về?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1140","Ngoài phạm vi","Màu tóc hot trend năm nay?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1141","Tra cứu đơn lẻ","Điểm chuẩn ngành Trí tuệ nhân tạo năm 2024 là bao nhiêu?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024."
"1142","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Logistics năm 2024?","Thông tin cơ bản về Logistics năm 2024."
"1143","Tra cứu đơn lẻ","Học phí ngành Tài chính ngân hàng năm 2023 là bao nhiêu?","Thông tin cơ bản về Tài chính ngân hàng năm 2023."
"1144","Từ lóng viết tắt","Khối thi vào XD?","Thông tin chi tiết về XD."
"1145","Ngoài phạm vi","Mấy giờ ngân hàng Vietcombank đóng cửa?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1146","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Cơ điện tử năm 2023?","Thông tin cơ bản về Cơ điện tử năm 2023."
"1147","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Kỹ thuật phần mềm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"1148","Từ lóng viết tắt","Chỉ tiêu TCNH trường lấy bn?","Thông tin chi tiết về TCNH."
"1149","Từ lóng viết tắt","Thi khối nào vào KTPM?","Thông tin chi tiết về KTPM."
"1150","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật xây dựng năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"1151","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Luật năm 2022?","Thông tin cơ bản về Luật năm 2022."
"1152","Từ lóng viết tắt","nv1 Luật bao nhiêu điểm?","Thông tin chi tiết về Luật."
"1153","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật điện năm 2022?","Thông tin cơ bản về Kỹ thuật điện năm 2022."
"1154","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Thương mại điện tử?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"1155","Từ lóng viết tắt","Điểm chuẩn DL?","Thông tin chi tiết về DL."
"1156","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật ô tô năm 2024?","Thông tin cơ bản về Kỹ thuật ô tô năm 2024."
"1157","Từ lóng viết tắt","Slot vào TCNH?","Thông tin chi tiết về TCNH."
"1158","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật cơ khí năm 2024 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024."
"1159","Tra cứu đơn lẻ","Ngành Kỹ thuật máy tính xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Kỹ thuật máy tính năm 2022."
"1160","Đa bậc đào tạo","Tiến sĩ ngành Ngôn ngữ Anh đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh."
"1161","Từ lóng viết tắt","review ngành Nước ở TLU?","Thông tin chi tiết về Nước."
"1162","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Trí tuệ nhân tạo năm 2022 không?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"1163","Ngoài phạm vi","Thủ đô của nước Úc là gì?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1164","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Luật năm 2023 không?","Thông tin cơ bản về Luật năm 2023."
"1165","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Công nghệ thông tin năm 2023?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"1166","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kế toán năm 2024?","Thông tin cơ bản về Kế toán năm 2024."
"1167","Đa bậc đào tạo","Học phí thạc sĩ ngành Kỹ thuật điện là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện."
"1168","Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô..."
"1169","Đa bậc đào tạo","Thời gian học NCS ngành Kỹ thuật phần mềm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"1170","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Khoa học máy tính năm 2024?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"1171","Ngoài phạm vi","Giá xe SH Mode 2024?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1172","Tra cứu đơn lẻ","Chỉ tiêu ngành Kế toán năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Kế toán năm 2022."
"1173","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Khoa học máy tính hay Trí tuệ nhân tạo ưu tiên hơn?","Phân tích giữa Khoa học máy tính và Trí tuệ nhân tạo..."
"1174","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Kỹ thuật điện?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện."
"1175","Từ lóng viết tắt","Học KTS tốn bao nhiêu tiền?","Thông tin chi tiết về KTS."
"1176","Từ lóng viết tắt","Ngành KHMT học phí ntn?","Thông tin chi tiết về KHMT."
"1177","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Quản trị khách sạn năm 2022?","Thông tin cơ bản về Quản trị khách sạn năm 2022."
"1178","Ngoài phạm vi","Làm sao để giảm cân nhanh trong 1 tuần?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1179","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật cơ khí năm 2023 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023."
"1180","Từ lóng viết tắt","nv1 OTO bao nhiêu điểm?","Thông tin chi tiết về OTO."
"1181","Đa bậc đào tạo","Học VB2 Kỹ thuật phần mềm cần gì?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"1182","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"1183","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật điện năm 2024 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"1184","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"1185","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật máy tính năm 2023?","Thông tin cơ bản về Kỹ thuật máy tính năm 2023."
"1186","Tra cứu đơn lẻ","Chỉ tiêu ngành Luật năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Luật năm 2022."
